Name,Value (thousands),Date
American Samoa,45,1989-01-01
American Samoa,47,1990-01-01
American Samoa,48,1991-01-01
American Samoa,50,1992-01-01
American Samoa,51,1993-01-01
American Samoa,52,1994-01-01
American Samoa,53,1995-01-01
American Samoa,54,1996-01-01
American Samoa,55,1997-01-01
American Samoa,56,1998-01-01
American Samoa,57,1999-01-01
American Samoa,58,2000-01-01
American Samoa,58,2001-01-01
American Samoa,58,2002-01-01
American Samoa,58,2003-01-01
American Samoa,58,2004-01-01
American Samoa,57,2005-01-01
American Samoa,57,2006-01-01
American Samoa,57,2007-01-01
American Samoa,56,2008-01-01
American Samoa,56,2009-01-01
American Samoa,55,2010-01-01
American Samoa,55,2011-01-01
American Samoa,54,2012-01-01
American Samoa,53,2013-01-01
American Samoa,53,2014-01-01
American Samoa,52,2015-01-01
American Samoa,51,2016-01-01
American Samoa,50,2017-01-01
American Samoa,49,2018-01-01
American Samoa,48,2019-01-01
American Samoa,47,2020-01-01
American Samoa,46,2021-01-01
Cook Islands,14,1950-01-01
Cook Islands,15,1951-01-01
Cook Islands,15,1952-01-01
Cook Islands,15,1953-01-01
Cook Islands,16,1954-01-01
Cook Islands,16,1955-01-01
Cook Islands,16,1956-01-01
Cook Islands,17,1957-01-01
Cook Islands,17,1958-01-01
Cook Islands,17,1959-01-01
Cook Islands,17,1960-01-01
Cook Islands,18,1961-01-01
Cook Islands,18,1962-01-01
Cook Islands,18,1963-01-01
Cook Islands,18,1964-01-01
Cook Islands,19,1965-01-01
Cook Islands,19,1966-01-01
Cook Islands,19,1967-01-01
Cook Islands,19,1968-01-01
Cook Islands,20,1969-01-01
Cook Islands,20,1970-01-01
Cook Islands,21,1971-01-01
Cook Islands,21,1972-01-01
Cook Islands,20,1973-01-01
Cook Islands,20,1974-01-01
Cook Islands,19,1975-01-01
Cook Islands,19,1976-01-01
Cook Islands,18,1977-01-01
Cook Islands,18,1978-01-01
Cook Islands,18,1979-01-01
Cook Islands,18,1980-01-01
Cook Islands,18,1981-01-01
Cook Islands,18,1982-01-01
Cook Islands,17,1983-01-01
Cook Islands,17,1984-01-01
Cook Islands,17,1985-01-01
Cook Islands,17,1986-01-01
Cook Islands,16,1987-01-01
Cook Islands,17,1988-01-01
Cook Islands,17,1989-01-01
Cook Islands,17,1990-01-01
Cook Islands,17,1991-01-01
Cook Islands,17,1992-01-01
Cook Islands,18,1993-01-01
Cook Islands,18,1994-01-01
Cook Islands,18,1995-01-01
Cook Islands,18,1996-01-01
Cook Islands,18,1997-01-01
Cook Islands,17,1998-01-01
Cook Islands,17,1999-01-01
Cook Islands,16,2000-01-01
Cook Islands,16,2001-01-01
Cook Islands,15,2002-01-01
Cook Islands,15,2003-01-01
Cook Islands,15,2004-01-01
Cook Islands,15,2005-01-01
Cook Islands,15,2006-01-01
Cook Islands,15,2007-01-01
Cook Islands,16,2008-01-01
Cook Islands,16,2009-01-01
Cook Islands,17,2010-01-01
Cook Islands,18,2011-01-01
Cook Islands,18,2012-01-01
Cook Islands,18,2013-01-01
Cook Islands,18,2014-01-01
Cook Islands,18,2015-01-01
Cook Islands,18,2016-01-01
Cook Islands,17,2017-01-01
Cook Islands,17,2018-01-01
Cook Islands,17,2019-01-01
Cook Islands,17,2020-01-01
Cook Islands,17,2021-01-01
French Polynesia,64,1950-01-01
French Polynesia,65,1951-01-01
French Polynesia,67,1952-01-01
French Polynesia,69,1953-01-01
French Polynesia,71,1954-01-01
French Polynesia,73,1955-01-01
French Polynesia,76,1956-01-01
French Polynesia,78,1957-01-01
French Polynesia,80,1958-01-01
French Polynesia,82,1959-01-01
French Polynesia,84,1960-01-01
French Polynesia,86,1961-01-01
French Polynesia,88,1962-01-01
French Polynesia,90,1963-01-01
French Polynesia,93,1964-01-01
French Polynesia,97,1965-01-01
French Polynesia,100,1966-01-01
French Polynesia,104,1967-01-01
French Polynesia,108,1968-01-01
French Polynesia,112,1969-01-01
French Polynesia,116,1970-01-01
French Polynesia,120,1971-01-01
French Polynesia,124,1972-01-01
French Polynesia,129,1973-01-01
French Polynesia,133,1974-01-01
French Polynesia,138,1975-01-01
French Polynesia,142,1976-01-01
French Polynesia,147,1977-01-01
French Polynesia,151,1978-01-01
French Polynesia,156,1979-01-01
French Polynesia,161,1980-01-01
French Polynesia,166,1981-01-01
French Polynesia,172,1982-01-01
French Polynesia,177,1983-01-01
French Polynesia,181,1984-01-01
French Polynesia,185,1985-01-01
French Polynesia,190,1986-01-01
French Polynesia,195,1987-01-01
French Polynesia,199,1988-01-01
French Polynesia,204,1989-01-01
French Polynesia,209,1990-01-01
French Polynesia,213,1991-01-01
French Polynesia,218,1992-01-01
French Polynesia,222,1993-01-01
French Polynesia,226,1994-01-01
French Polynesia,230,1995-01-01
French Polynesia,233,1996-01-01
French Polynesia,237,1997-01-01
French Polynesia,241,1998-01-01
French Polynesia,245,1999-01-01
French Polynesia,249,2000-01-01
French Polynesia,253,2001-01-01
French Polynesia,257,2002-01-01
French Polynesia,261,2003-01-01
French Polynesia,265,2004-01-01
French Polynesia,269,2005-01-01
French Polynesia,273,2006-01-01
French Polynesia,277,2007-01-01
French Polynesia,280,2008-01-01
French Polynesia,282,2009-01-01
French Polynesia,283,2010-01-01
French Polynesia,285,2011-01-01
French Polynesia,286,2012-01-01
French Polynesia,287,2013-01-01
French Polynesia,289,2014-01-01
French Polynesia,291,2015-01-01
French Polynesia,293,2016-01-01
French Polynesia,294,2017-01-01
French Polynesia,297,2018-01-01
French Polynesia,299,2019-01-01
French Polynesia,301,2020-01-01
French Polynesia,303,2021-01-01
Niue,4,1950-01-01
Niue,5,1951-01-01
Niue,5,1952-01-01
Niue,5,1953-01-01
Niue,5,1954-01-01
Niue,5,1955-01-01
Niue,5,1956-01-01
Niue,5,1957-01-01
Niue,5,1958-01-01
Niue,5,1959-01-01
Niue,5,1960-01-01
Niue,5,1961-01-01
Niue,5,1962-01-01
Niue,5,1963-01-01
Niue,5,1964-01-01
Niue,5,1965-01-01
Niue,5,1966-01-01
Niue,5,1967-01-01
Niue,5,1968-01-01
Niue,5,1969-01-01
Niue,5,1970-01-01
Niue,5,1971-01-01
Niue,5,1972-01-01
Niue,5,1973-01-01
Niue,5,1974-01-01
Niue,4,1975-01-01
Niue,4,1976-01-01
Niue,4,1977-01-01
Niue,4,1978-01-01
Niue,4,1979-01-01
Niue,4,1980-01-01
Niue,4,1981-01-01
Niue,3,1982-01-01
Niue,3,1983-01-01
Niue,3,1984-01-01
Niue,3,1985-01-01
Niue,3,1986-01-01
Niue,3,1987-01-01
Niue,3,1988-01-01
Niue,3,1989-01-01
Niue,3,1990-01-01
Niue,3,1991-01-01
Niue,2,1992-01-01
Niue,2,1993-01-01
Niue,2,1994-01-01
Niue,2,1995-01-01
Niue,2,1996-01-01
Niue,2,1997-01-01
Niue,2,1998-01-01
Niue,2,1999-01-01
Niue,2,2000-01-01
Niue,2,2001-01-01
Niue,2,2002-01-01
Niue,2,2003-01-01
Niue,2,2004-01-01
Niue,2,2005-01-01
Niue,2,2006-01-01
Niue,2,2007-01-01
Niue,2,2008-01-01
Niue,2,2009-01-01
Niue,2,2010-01-01
Niue,2,2011-01-01
Niue,2,2012-01-01
Niue,2,2013-01-01
Niue,2,2014-01-01
Niue,2,2015-01-01
Niue,2,2016-01-01
Niue,2,2017-01-01
Niue,2,2018-01-01
Niue,2,2019-01-01
Niue,2,2020-01-01
Niue,2,2021-01-01
Samoa,87,1950-01-01
Samoa,89,1951-01-01
Samoa,91,1952-01-01
Samoa,93,1953-01-01
Samoa,95,1954-01-01
Samoa,97,1955-01-01
Samoa,99,1956-01-01
Samoa,102,1957-01-01
Samoa,105,1958-01-01
Samoa,108,1959-01-01
Samoa,112,1960-01-01
Samoa,115,1961-01-01
Samoa,119,1962-01-01
Samoa,122,1963-01-01
Samoa,125,1964-01-01
Samoa,128,1965-01-01
Samoa,131,1966-01-01
Samoa,134,1967-01-01
Samoa,137,1968-01-01
Samoa,139,1969-01-01
Samoa,142,1970-01-01
Samoa,144,1971-01-01
Samoa,146,1972-01-01
Samoa,148,1973-01-01
Samoa,151,1974-01-01
Samoa,154,1975-01-01
Samoa,157,1976-01-01
Samoa,160,1977-01-01
Samoa,161,1978-01-01
Samoa,163,1979-01-01
Samoa,164,1980-01-01
Samoa,166,1981-01-01
Samoa,167,1982-01-01
Samoa,167,1983-01-01
Samoa,167,1984-01-01
Samoa,167,1985-01-01
Samoa,166,1986-01-01
Samoa,166,1987-01-01
Samoa,167,1988-01-01
Samoa,168,1989-01-01
Samoa,168,1990-01-01
Samoa,168,1991-01-01
Samoa,169,1992-01-01
Samoa,171,1993-01-01
Samoa,172,1994-01-01
Samoa,174,1995-01-01
Samoa,176,1996-01-01
Samoa,178,1997-01-01
Samoa,179,1998-01-01
Samoa,181,1999-01-01
Samoa,183,2000-01-01
Samoa,185,2001-01-01
Samoa,186,2002-01-01
Samoa,187,2003-01-01
Samoa,188,2004-01-01
Samoa,188,2005-01-01
Samoa,189,2006-01-01
Samoa,190,2007-01-01
Samoa,191,2008-01-01
Samoa,192,2009-01-01
Samoa,194,2010-01-01
Samoa,195,2011-01-01
Samoa,197,2012-01-01
Samoa,199,2013-01-01
Samoa,201,2014-01-01
Samoa,203,2015-01-01
Samoa,204,2016-01-01
Samoa,207,2017-01-01
Samoa,209,2018-01-01
Samoa,211,2019-01-01
Samoa,213,2020-01-01
Samoa,217,2021-01-01
Tokelau,2,1950-01-01
Tokelau,2,1951-01-01
Tokelau,2,1952-01-01
Tokelau,2,1953-01-01
Tokelau,2,1954-01-01
Tokelau,2,1955-01-01
Tokelau,2,1956-01-01
Tokelau,2,1957-01-01
Tokelau,2,1958-01-01
Tokelau,2,1959-01-01
Tokelau,2,1960-01-01
Tokelau,2,1961-01-01
Tokelau,2,1962-01-01
Tokelau,2,1963-01-01
Tokelau,2,1964-01-01
Tokelau,2,1965-01-01
Tokelau,2,1966-01-01
Tokelau,2,1967-01-01
Tokelau,2,1968-01-01
Tokelau,2,1969-01-01
Tokelau,2,1970-01-01
Tokelau,2,1971-01-01
Tokelau,2,1972-01-01
Tokelau,2,1973-01-01
Tokelau,2,1974-01-01
Tokelau,2,1975-01-01
Tokelau,2,1976-01-01
Tokelau,2,1977-01-01
Tokelau,2,1978-01-01
Tokelau,2,1979-01-01
Tokelau,2,1980-01-01
Tokelau,2,1981-01-01
Tokelau,2,1982-01-01
Tokelau,2,1983-01-01
Tokelau,2,1984-01-01
Tokelau,2,1985-01-01
Tokelau,2,1986-01-01
Tokelau,2,1987-01-01
Tokelau,2,1988-01-01
Tokelau,2,1989-01-01
Tokelau,2,1990-01-01
Tokelau,2,1991-01-01
Tokelau,2,1992-01-01
Tokelau,2,1993-01-01
Tokelau,2,1994-01-01
Tokelau,2,1995-01-01
Tokelau,2,1996-01-01
Tokelau,2,1997-01-01
Tokelau,2,1998-01-01
Tokelau,2,1999-01-01
Tokelau,2,2000-01-01
Tokelau,2,2001-01-01
Tokelau,2,2002-01-01
Tokelau,2,2003-01-01
Tokelau,2,2004-01-01
Tokelau,1,2005-01-01
Tokelau,1,2006-01-01
Tokelau,1,2007-01-01
Tokelau,1,2008-01-01
Tokelau,1,2009-01-01
Tokelau,1,2010-01-01
Tokelau,1,2011-01-01
Tokelau,1,2012-01-01
Tokelau,1,2013-01-01
Tokelau,2,2014-01-01
Tokelau,1,2015-01-01
Tokelau,1,2016-01-01
Tokelau,1,2017-01-01
Tokelau,2,2018-01-01
Tokelau,2,2019-01-01
Tokelau,2,2020-01-01
Tokelau,2,2021-01-01
Tonga,49,1950-01-01
Tonga,51,1951-01-01
Tonga,52,1952-01-01
Tonga,54,1953-01-01
Tonga,55,1954-01-01
Tonga,57,1955-01-01
Tonga,59,1956-01-01
Tonga,61,1957-01-01
Tonga,63,1958-01-01
Tonga,65,1959-01-01
Tonga,66,1960-01-01
Tonga,68,1961-01-01
Tonga,70,1962-01-01
Tonga,72,1963-01-01
Tonga,74,1964-01-01
Tonga,77,1965-01-01
Tonga,79,1966-01-01
Tonga,81,1967-01-01
Tonga,83,1968-01-01
Tonga,84,1969-01-01
Tonga,86,1970-01-01
Tonga,87,1971-01-01
Tonga,89,1972-01-01
Tonga,90,1973-01-01
Tonga,91,1974-01-01
Tonga,93,1975-01-01
Tonga,94,1976-01-01
Tonga,96,1977-01-01
Tonga,96,1978-01-01
Tonga,96,1979-01-01
Tonga,97,1980-01-01
Tonga,97,1981-01-01
Tonga,97,1982-01-01
Tonga,97,1983-01-01
Tonga,97,1984-01-01
Tonga,97,1985-01-01
Tonga,97,1986-01-01
Tonga,97,1987-01-01
Tonga,98,1988-01-01
Tonga,98,1989-01-01
Tonga,99,1990-01-01
Tonga,99,1991-01-01
Tonga,99,1992-01-01
Tonga,99,1993-01-01
Tonga,100,1994-01-01
Tonga,100,1995-01-01
Tonga,100,1996-01-01
Tonga,100,1997-01-01
Tonga,101,1998-01-01
Tonga,102,1999-01-01
Tonga,102,2000-01-01
Tonga,103,2001-01-01
Tonga,104,2002-01-01
Tonga,104,2003-01-01
Tonga,105,2004-01-01
Tonga,105,2005-01-01
Tonga,106,2006-01-01
Tonga,106,2007-01-01
Tonga,107,2008-01-01
Tonga,107,2009-01-01
Tonga,107,2010-01-01
Tonga,108,2011-01-01
Tonga,108,2012-01-01
Tonga,107,2013-01-01
Tonga,107,2014-01-01
Tonga,106,2015-01-01
Tonga,106,2016-01-01
Tonga,106,2017-01-01
Tonga,105,2018-01-01
Tonga,105,2019-01-01
Tonga,105,2020-01-01
Tonga,106,2021-01-01
Tuvalu,5,1950-01-01
Tuvalu,5,1951-01-01
Tuvalu,5,1952-01-01
Tuvalu,5,1953-01-01
Tuvalu,5,1954-01-01
Tuvalu,5,1955-01-01
Tuvalu,5,1956-01-01
Tuvalu,5,1957-01-01
Tuvalu,5,1958-01-01
Tuvalu,5,1959-01-01
Tuvalu,5,1960-01-01
Tuvalu,5,1961-01-01
Tuvalu,5,1962-01-01
Tuvalu,5,1963-01-01
Tuvalu,6,1964-01-01
Tuvalu,6,1965-01-01
Tuvalu,6,1966-01-01
Tuvalu,6,1967-01-01
Tuvalu,6,1968-01-01
Tuvalu,6,1969-01-01
Tuvalu,6,1970-01-01
Tuvalu,6,1971-01-01
Tuvalu,6,1972-01-01
Tuvalu,6,1973-01-01
Tuvalu,6,1974-01-01
Tuvalu,6,1975-01-01
Tuvalu,7,1976-01-01
Tuvalu,7,1977-01-01
Tuvalu,7,1978-01-01
Tuvalu,7,1979-01-01
Tuvalu,8,1980-01-01
Tuvalu,8,1981-01-01
Tuvalu,8,1982-01-01
Tuvalu,8,1983-01-01
Tuvalu,8,1984-01-01
Tuvalu,8,1985-01-01
Tuvalu,8,1986-01-01
Tuvalu,9,1987-01-01
Tuvalu,9,1988-01-01
Tuvalu,9,1989-01-01
Tuvalu,9,1990-01-01
Tuvalu,9,1991-01-01
Tuvalu,9,1992-01-01
Tuvalu,9,1993-01-01
Tuvalu,10,1994-01-01
Tuvalu,10,1995-01-01
Tuvalu,10,1996-01-01
Tuvalu,10,1997-01-01
Tuvalu,10,1998-01-01
Tuvalu,10,1999-01-01
Tuvalu,10,2000-01-01
Tuvalu,10,2001-01-01
Tuvalu,10,2002-01-01
Tuvalu,10,2003-01-01
Tuvalu,10,2004-01-01
Tuvalu,10,2005-01-01
Tuvalu,10,2006-01-01
Tuvalu,10,2007-01-01
Tuvalu,10,2008-01-01
Tuvalu,10,2009-01-01
Tuvalu,10,2010-01-01
Tuvalu,11,2011-01-01
Tuvalu,11,2012-01-01
Tuvalu,11,2013-01-01
Tuvalu,11,2014-01-01
Tuvalu,11,2015-01-01
Tuvalu,11,2016-01-01
Tuvalu,11,2017-01-01
Tuvalu,11,2018-01-01
Tuvalu,11,2019-01-01
Tuvalu,11,2020-01-01
Tuvalu,11,2021-01-01
Wallis and Futuna Islands,8,1950-01-01
Wallis and Futuna Islands,9,1951-01-01
Wallis and Futuna Islands,9,1952-01-01
Wallis and Futuna Islands,9,1953-01-01
Wallis and Futuna Islands,10,1954-01-01
Wallis and Futuna Islands,10,1955-01-01
Wallis and Futuna Islands,10,1956-01-01
Wallis and Futuna Islands,9,1957-01-01
Wallis and Futuna Islands,9,1958-01-01
Wallis and Futuna Islands,9,1959-01-01
Wallis and Futuna Islands,9,1960-01-01
Wallis and Futuna Islands,9,1961-01-01
Wallis and Futuna Islands,8,1962-01-01
Wallis and Futuna Islands,9,1963-01-01
Wallis and Futuna Islands,9,1964-01-01
Wallis and Futuna Islands,9,1965-01-01
Wallis and Futuna Islands,9,1966-01-01
Wallis and Futuna Islands,9,1967-01-01
Wallis and Futuna Islands,9,1968-01-01
Wallis and Futuna Islands,9,1969-01-01
Wallis and Futuna Islands,9,1970-01-01
Wallis and Futuna Islands,9,1971-01-01
Wallis and Futuna Islands,10,1972-01-01
Wallis and Futuna Islands,10,1973-01-01
Wallis and Futuna Islands,10,1974-01-01
Wallis and Futuna Islands,10,1975-01-01
Wallis and Futuna Islands,10,1976-01-01
Wallis and Futuna Islands,10,1977-01-01
Wallis and Futuna Islands,10,1978-01-01
Wallis and Futuna Islands,11,1979-01-01
Wallis and Futuna Islands,11,1980-01-01
Wallis and Futuna Islands,12,1981-01-01
Wallis and Futuna Islands,12,1982-01-01
Wallis and Futuna Islands,12,1983-01-01
Wallis and Futuna Islands,13,1984-01-01
Wallis and Futuna Islands,13,1985-01-01
Wallis and Futuna Islands,13,1986-01-01
Wallis and Futuna Islands,13,1987-01-01
Wallis and Futuna Islands,13,1988-01-01
Wallis and Futuna Islands,13,1989-01-01
Wallis and Futuna Islands,13,1990-01-01
Wallis and Futuna Islands,14,1991-01-01
Wallis and Futuna Islands,14,1992-01-01
Wallis and Futuna Islands,14,1993-01-01
Wallis and Futuna Islands,14,1994-01-01
Wallis and Futuna Islands,14,1995-01-01
Wallis and Futuna Islands,14,1996-01-01
Wallis and Futuna Islands,14,1997-01-01
Wallis and Futuna Islands,14,1998-01-01
Wallis and Futuna Islands,15,1999-01-01
Wallis and Futuna Islands,15,2000-01-01
Wallis and Futuna Islands,15,2001-01-01
Wallis and Futuna Islands,15,2002-01-01
Wallis and Futuna Islands,15,2003-01-01
Wallis and Futuna Islands,15,2004-01-01
Wallis and Futuna Islands,15,2005-01-01
Wallis and Futuna Islands,14,2006-01-01
Wallis and Futuna Islands,14,2007-01-01
Wallis and Futuna Islands,14,2008-01-01
Wallis and Futuna Islands,14,2009-01-01
Wallis and Futuna Islands,13,2010-01-01
Wallis and Futuna Islands,13,2011-01-01
Wallis and Futuna Islands,13,2012-01-01
Wallis and Futuna Islands,13,2013-01-01
Wallis and Futuna Islands,12,2014-01-01
Wallis and Futuna Islands,12,2015-01-01
Wallis and Futuna Islands,12,2016-01-01
Wallis and Futuna Islands,12,2017-01-01
Wallis and Futuna Islands,12,2018-01-01
Wallis and Futuna Islands,12,2019-01-01
Wallis and Futuna Islands,12,2020-01-01
Wallis and Futuna Islands,12,2021-01-01
